Код,Артикул (с /),Артикул,Доп. поле: Артикул на сайте WB,Штрихкод EAN13,Группы,Код_1,Наименование,Артикул_2,Цена: Цена закупки в юанях,Закупочная цена,Штрихкод EAN13_3,Штрихкод EAN8,Вес,Доп. поле: Артикул на сайте WB_4,Доп. поле: ABC анализ,Доп. поле: Логистика (Кит-Мск),Доп. поле: Дата поступления первого остатка,Остаток,Продаж в день
01433,864/XXL,864,нет кт,2000000012476,Для животных,01433,"Гигиенические трусы для собак многоразовые ""XXL"" Черные",864/XXL,"4,0","123,0",2000000012476,нет,"0,1",нет кт,C1,"34,5",,0.0,
01590,1591/36,1591,159133304,2000000014814,Спортивные товары,01590,"Пуанты для балета, матовые, бежевые, размер 36",1591/36,"52,0","979,0",2000000014814,1590,"0,25",159133304,Sale,"34,5",,0.0,
01260,родитель_неактив,родитель_неактив,родитель,2000000010434,Хобби,01260,"Бинт бандажный, самофиксирующийся 1 штука. РОЗОВОЕ СЕРДЦЕ С КИТ И ЛЯЛЬКА 5*4,5 см",родитель_неактив,"1,3","88,0",2000000010434,родитель,"0,05",родитель,Sale,"34,5",,0.0,
01867,1865/4.8,1865,158291856,2000000019161,Для реабилитации,01867,"Шина на палец руки, фиксатор фаланговый 1шт - (3 размер)",1865/4.8,"1,6","30,0",2000000019161,,"0,02",158291856,C2,"34,5",,0.0,
01498,1498,1498,147028839,2000000013350,Красота,01498,Маска бандаж для лица коррекция овала лица XL. беж.,1498,"17,0","351,0",2000000013350,1498,"0,03",147028839,A1,"34,5",,18.0,
01604,1604,1604,168020003,2000000015088,Сад,01604,Фигурка садовая на дерево набор веселых гномов за 25,1604,"22,0","419,0",2000000015088,1604,"0,245",168020003,Season,"34,5",,0.0,
01366,1366,1366,138270709/169135080,2000000011578,Для малышей,01366,Подогреватель для детского питания - синие доги,1366,"20,0","430,0",2000000011578,1366,"0,1",138270709/169135080,B1,"34,5",,39.0,
00845,родитель_неактив,родитель_неактив,111368469,2000000004853,Для малышей,00845,Многоразовые подгузники 3-15 кг. Голубые.,родитель_неактив,"4,25","170,0",2000000004853,845,"0,09",111368469,Sale,"29,5",,0.0,
975,975_неактив,975_неактив,85078984,2000000006239,Для животных,975,"Декорации для аквариума в виде медузы, силиконовая ФИОЛЕТОВЫЙ в коробке",975_неактив,"2,9","92,0",2000000006239,975,"0,02",85078984,Sale,"34,5",,0.0,
00656,родитель_неактив,родитель_неактив,родитель,2000000002316,Здоровье,00656,Тест медицинский Femometer: 1 тест-полоска для определения менопаузы (FSH Rapid Test Dipstick Urine),родитель_неактив,"0,45","110,0",2000000002316,родитель,"0,01",родитель,Архив,"34,5",,0.0,
01525,1525,1525,148705586/167344477,2000000013626,Стоматология,01525,"Ретрактор стоматологический L, 10 шт Большой размер 130 * 92 * 21 - синий",1525,"4,5","190,0",2000000013626,1525,"0,1",148705586/167344477,C1,"34,5",,0.0,
00676,676,676,48287783,2000000007557,Хобби,00676,"Бинт бандажный эластичный «Лес», размер: 50 мм × 4,5 м, цвета: бежевый, хаки, тёмно-зелёный. 10 штук",676,"9,89","261,39",2000000007557,676,"0,04",48287783,B1,"34,5",,,
01129,родитель_неактив,родитель_неактив,родитель,"2,00E+12",Хобби,01129,"Медиатор для игра на муз. инструментах (СИНИЕ ""S"")",родитель_неактив,"0,17","22,0","2,00E+12",родитель,"0,1",родитель,архив,"34,5",,0.0,
01325,родитель_неактив,родитель_неактив,138098915,2000000011165,Для малышей,01325,Остатки для ВКЛАДЫЩЕЙ. Впитывающие вкладыши для подгузников ЖИРАФ 3 слойный 35*14 - 1 шт.,родитель_неактив,"0,6","36,0",2000000011165,родитель,"0,07",138098915,C1,"34,5",,0.0,
00913,913,913,79513048,2000000005607,Сад,00913,Системы капельного автополива. 7 литров в час. (КРАСНЫЙ) 50ШТ.,913,"3,5","145,0",2000000005607,нет,"0,02",79513048,Sale,"34,5",,0.0,
01079,1079,1079,112904456/169505679,2000000007434,Сад,01079,"Садовый, уличный светильник УГЛОВОЙ - 4 ШТ. - набор в коробке 黑色暖光",1079,"14,6","350,0",2000000007434,1079,"0,2",112904456/169505679,Season,"27,9",,32.0,
01377,1377,1377,139422762,2000000011806,Для животных,01377,"Лежак, кроватка для хомяков, грызунов, крыс, свинок 14х8см. ОРАНЖЕВЫЙ",1377,"3,4","124,0",2000000011806,1377,"0,03",139422762,Sale,"34,5",,0.0,
01112,1112,1112,115597615,2000000007953,Дом,01112,Фильтр для очистителя воздуха Mi Air Purifier Formaldehyde Filter S1 M6R-FLP (SCG4026GL) - 1 ШТ.,1112,"45,0","797,0",2000000007953,1112,"0,3",115597615,Архив,"34,5",,0.0,
01810,1810/S,1810,162111018,2000000018300,Одежда и обувь,01810,Платье с корсетом атласное шелковое вечернее с разрезом Черное S,1810/S,"70,0","1291,0",2000000018300,1810,"0,3",162111018,New,"38,0",,0.0,
01811,1811/S_неактив,1811,162106042,2000000018287,Одежда и обувь,01811,Платье с корсетом атласное шелковое вечернее с разрезом Белое S,1811/S_неактив,"70,0","1555,0",2000000018287,,"0,3",162106042,New,"38,0",,0.0,
01812,1812/S,1812,новая КТ,2000000018317,Одежда и обувь,01812,Платье с корсетом розовое летнее мини короткое S,1812/S,"68,0","1441,0",2000000018317,,"0,3",новая КТ,Архив,"38,0",,0.0,
01813,1813/S,1813,162126530,2000000018294,Одежда и обувь,01813,Платье рубашка с корсетом Белое летнее мини короткое S,1813/S,"58,0","1252,0",2000000018294,,"0,3",162126530,Sale,"38,0",,0.0,
01814,1814/S_неактив,1814,162125945,2000000018324,Одежда и обувь,01814,Платье рубашка с корсетом Белое летнее макси длинное S,1814/S_неактив,"62,0","1338,0",2000000018324,,"0,3",162125945,Архив,"38,0",,0.0,
01486,1486,1486,146084964,2000000013237,Здоровье,01486,Вентилируемый окклюзионный пластырь (пневмоторакс) с коробкой - 1 шт,1486,"7,5","157,0",2000000013237,1486,"0,02",146084964,C1,"34,5",,0.0,
01451,1451/универсальный,1451,нет кт,2000000012735,Спортивные товары,01451,Тактический разгрузочный бронежилет,1451/универсальный,"42,0","1204,0",2000000012735,0,"0,9",нет кт,Архив,"34,5",,0.0,
00922,922,922,82713112,2000000005690,18+,00922,"Уретральный зонд металлический С ШАРИКОМ, КОНУСООБРАЗНЫЙ КОНЕЦ. 6,5 СМ C-051",922,"9,0","255,0",2000000005690,922,"0,1",82713112,B2,"34,5",,32.0,
01424,1424,1424,141429017,2000000012308,Для реабилитации,01424,"Устройство для приподнимания с кровати, Ручная лестница для инвалидов 6把手",1424,"20,0","518,0",2000000012308,1424,"0,24",141429017,A1 TOP,"27,9",,55.0,
01587,1587/М,1587,149020687,2000000014753,Для животных,01587,Шапка для кошек/собак пиво,1587/М,"8,3","203,0",2000000014753,1587,"0,01",149020687,Sale,"34,5",,0.0,
01480,1480/L/XL,1480,146292039,2000000013053,Спортивные товары,01480,Ласты детские для бассейна короткие синие - размер L/XL,1480/L/XL,"30,0","741,0",2000000013053,1480,"0,3",146292039,A2,"34,5",,0.0,
01349,1349,1349,139408281,2000000011400,Красота,01349,Тренажер для мышц лица - розовый. Happy face,1349,"6,0","212,0",2000000011400,1349,"0,04",139408281,Sale,"29,5",,0.0,
01542,1542,1542,146287228,2000000013923,Хобби,01542,Лента для термопринтера LEMIN 12*40*160 - БЕЖЕВЫЙ СЕРДЕЧКО,1542,"9,0","216,0",2000000013923,1542,"0,02",146287228,Sale,"34,5",,0.0,
01472,14722/М,14722,146263568,2000000012971,Спортивные товары,01472,Щитки футбольные Синие Sport 2 шт - размер M,14722/М,"3,5","248,0",2000000012971,0,"0,1",146263568,C2,"34,5",,0.0,
01508,1508,1508,147555267,2000000013459,Для малышей,01508,Глина для отпечатка ручек и ножек малыша 20 гр - голубой,1508,"0,5","89,0",2000000013459,1508,"0,03",147555267,Архив,"34,5",,0.0,
01118,1118,1118,116009397,2000000008523,Здоровье,01118,Пластырь для стягивания ран 3 шт. Белый,1118,"20,0","366,0",2000000008523,1118,"0,01",116009397,C1,"44,3",,0.0,
01682,1682,1682,148318106,2000000015996,Здоровье,01682,"Пластырь от шипицы, 12 шт. ( 2 пачки по 6)",1682,"1,5","111,0",2000000015996,1682,"0,02",148318106,B1 TOP,"47,5",,1988.0,
00842,родитель_неактив,родитель_неактив,76237017/168394864,2000000004815,Для малышей,00842,Многоразовые подгузники 3-15 кг. Самолет кукурузник.,родитель_неактив,"11,0","285,0",2000000004815,родитель,"0,09",76237017/168394864,B1 TOP,"32,2",,24.0,
00930,930,930,82726663,2000000005775,18+,00930,"Уретральный зонд мужской силикон черный палка с шариками 12,9 см",930,"3,6","133,0",2000000005775,930,"0,03",82726663,Sale,"34,5",,0.0,
01818,1818,1818,155371394,2000000018447,Винил,01818,Вельветовая щетка для винила + жидкость в подарочной упаковке,1818,"18,5","362,0",2000000018447,1818,"0,08",155371394,A1 TOP,,,47.0,
01411,1411,1411,141938001/167569550,2000000012179,Стоматология,01411,"Отбеливающая пенка для зубов, 45 мл фиолетовая",1411,"5,0","184,0",2000000012179,нет,"0,08",141938001/167569550,C1,"29,5",,0.0,
01530,1528/M,1528,148561028/159405487,2000000013671,Для животных,01530,Шлейка для грызунов/ шиншил M - разноцвет с бантом,1528/M,"6,0","181,0",2000000013671,1530,"0,05",148561028/159405487,Sale,"34,5",,0.0,
01183,1183,1183,100818368,2000000009469,Хобби,01183,"Бинт бандажный, самофиксирующийся 1 штука. РОЗОВОЕ СЕРДЦЕ С УТОЧКОЙ 5*4,5 см",1183,"1,9","248,0",2000000009469,нет,"0,2",100818368,C1,"29,5",,0.0,
01389,1389,1389,141447312/164164383,6971774283002,Красота,01389,"Консилер для волос для закрашивания седины, 7 мл темно-корич (Dark brown) Кисточка",1389,"6,9","180,0",6971774283002,1389,"0,01",141447312/164164383,C1,"34,5",,0.0,
01586,1586,1586,149025214,2000000014739,Для животных,01586,Жидкость для очистки глаз животным (капли),1586,"2,8","158,0",2000000014739,1586,"0,07",149025214,Sale,"34,5",,0.0,
01519,1519/M,1519,147710694,2000000013565,Для малышей,01519,Козырек для купания многоразмерный Мишка - Голубой,1519/M,"2,9","133,0",2000000013565,0,"0,07",147710694,Sale,"34,5",,0.0,
00581,581,581,51006838,2111301001,Для малышей,00581,"Набор силиконовых зубных щеток для детей с 2 до 6 лет: U-образной и обычной формы, оранжевый",581,"6,15","124,0",2111301001,581,"0,038",51006838,архив,"34,5",,0.0,
01611,1611,1611,150188731,2000000015224,Дом,01611,Портативный мини блендер для смузи розовый,1611,"16,0","604,0",2000000015224,1611,"0,06",150188731,Sale,"34,5",,0.0,
01191,1191,1191,101325193,2000000009551,Красота,01191,Маска бандаж для лица коррекция овала лица М. беж.,1191,"26,0","426,53",2000000009551,1191,"0,03",101325193,Sale,"34,5",,0.0,
00207,207,207,19660712,2000000011707,Красота,00207,"Патчи гидроколлоидные от прыщей против акне круглые (2 упаковка, внутри 72 наклеек)",207,"1,5","89,0",2000000011707,207,"0,01",19660712,Sale,"44,3",,0.0,
